"country","year","province","municipality","municipality_normalized","waste_generation_tpd","managed_waste_pct","unmanaged_waste_pct","leaked_to_environment_pct","rdf_status","wte_psel","composition_match","food_waste_share_pct","paper_cardboard_share_pct","plastic_share_pct","paper_plastic_share_pct","combustible_dry_share_pct","reported_component_sum_pct","municipality_feedstock_risk_score_0_100","municipality_feedstock_risk_level","risk_formula_note"
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Timur","kabupaten halmahera timur","50.24","0.05","0.95","0.81","","Tidak Ada","matched","43.57","7.57","13.03","20.6","45.98","100","82.1","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Pulau Morotai","kabupaten pulau morotai","33.17","0.03","0.97","0.58","","Tidak Ada","matched","37","6","10","16","51","91","78.3","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Pulau Taliabu","kabupaten pulau taliabu","33.18","0","1","0.75","","Tidak Ada","unmatched","","","","","","","92.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kota Ternate","kota ternate","105.42","0.06","0.94","0.09","","Tidak Ada","unmatched","","","","","","","69.71","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kota Tidore Kepulauan","kota tidore kepulauan","60.98","0.52","0.48","0.32","","Tidak Ada","unmatched","","","","","","","43.43","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Lombok Barat","kabupaten lombok barat","305.1","0.29","0.71","0.71","","Tidak Ada","matched","25.5","11.5","14.5","26","61.5","100","54.2","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Lombok Tengah","kabupaten lombok tengah","451.49","0.39","0.61","0.58","","Tidak Ada","unmatched","","","","","","","60.14","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Lombok Timur","kabupaten lombok timur","583.04","0.25","0.75","0.75","","Tidak Ada","unmatched","","","","","","","75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Sumbawa","kabupaten sumbawa","290.05","0.03","0.97","0.97","","Tidak Ada","unmatched","","","","","","","97","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Dompu","kabupaten dompu","112.92","0.01","0.99","0.44","","Tidak Ada","unmatched","","","","","","","83.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Bima","kabupaten bima","244.61","0.01","0.99","0.68","","Tidak Ada","unmatched","","","","","","","90.14","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Sumbawa Barat","kabupaten sumbawa barat","64.13","0.12","0.88","0.29","","Tidak Ada","matched","14","10","40","50","83","100","28.5","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kabupaten Lombok Utara","kabupaten lombok utara","104.62","0.13","0.87","0.29","","Tidak Ada","unmatched","","","","","","","70.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kota Mataram","kota mataram","304.88","0.93","0.07","0.07","","Tidak Ada","unmatched","","","","","","","7","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Barat","Kota Bima","kota bima","82.56","0.15","0.85","0.85","","Tidak Ada","unmatched","","","","","","","85","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Barat","kabupaten sumba barat","77.51","0.16","0.84","0.58","","Tidak Ada","matched","10.09","20.15","30.73","50.88","73.76","100","26.8","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Timur","kabupaten sumba timur","110.92","0.22","0.78","0.65","","Tidak Ada","matched","19","32","27","59","78","100","34","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Kupang","kabupaten kupang","156.08","0.52","0.48","0.48","","Tidak Ada","matched","44","6","12","18","48","100","69.7","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Timor Tengah Selatan","kabupaten timor tengah selatan","196.26","0.53","0.47","0.36","","Tidak Ada","unmatched","","","","","","","43.86","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Timor Tengah Utara","kabupaten timor tengah utara","106.37","0.49","0.51","0.51","","Tidak Ada","matched","41","12.2","17","29.2","47.8","100","58.7","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Belu","kabupaten belu","93.49","0.32","0.68","0.17","","Tidak Ada","matched","18.75","10.74","21.09","31.83","58.99","100","37.3","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Alor","kabupaten alor","93.37","0.25","0.75","0.63","","Tidak Ada","matched","11","22","32","54","84","100","25.85","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Lembata","kabupaten lembata","60.63","0.4","0.6","0.6","","Tidak Ada","matched","38","10","20","30","51","100","58.3","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Flores Timur","kabupaten flores timur","117.01","0.37","0.63","0.48","","Tidak Ada","matched","26.43","5.58","23.6","29.18","70.22","100","48.6","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sikka","kabupaten sikka","139.41","0.23","0.77","0.64","","Tidak Ada","matched","40","5","20","25","47","100","69.2","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Ende","kabupaten ende","113.52","0.43","0.57","0.23","","Tidak Ada","matched","32","10","14","24","49.5","100","53.65","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Ngada","kabupaten ngada","69.64","0.68","0.32","0.32","","Tidak Ada","matched","10","20","25","45","70","100","11.2","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai","kabupaten manggarai","136.06","0.31","0.69","0.61","","Tidak Ada","matched","25.5","11.4","33.1","44.5","71.65","100","37.45","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Rote Ndao","kabupaten rote ndao","60.21","0.3","0.7","0.7","","Tidak Ada","matched","","","","0","0","0","82.5","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai Barat","kabupaten manggarai barat","117.85","0.42","0.58","0.41","","Tidak Ada","matched","35","10","29","39","56","100","46","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Tengah","kabupaten sumba tengah","36.94","0.39","0.61","0.61","","Tidak Ada","matched","33","11","19","30","59","100","54.25","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sumba Barat Daya","kabupaten sumba barat daya","128.83","0.32","0.68","0.5","","Tidak Ada","matched","25","5","20","25","57","100","51.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Nagekeo","kabupaten nagekeo","66.09","0.59","0.41","0.41","","Tidak Ada","matched","42","5","15","20","52","100","63.5","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Manggarai Timur","kabupaten manggarai timur","117.58","0.6","0.4","0.4","","Tidak Ada","matched","35","15","15","30","65","100","48.9","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Sabu Raijua","kabupaten sabu raijua","28.44","0.21","0.79","0.79","","Tidak Ada","matched","14","22","25","47","73","100","31.25","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kabupaten Malaka","kabupaten malaka","77.4","0.32","0.68","0.6","","Tidak Ada","matched","31","10.19","12.95","23.14","59.7","100","60.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Nusa Tenggara Timur","Kota Kupang","kota kupang","237.4","0.13","0.87","0.2","","Tidak Ada","matched","29","13","19.5","32.5","55.3","100","51.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Jayapura","kabupaten jayapura","101.89","0.05","0.95","0.35","","Tidak Ada","unmatched","","","","","","","77.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Kepulauan Yapen","kabupaten kepulauan yapen","46.49","0","1","0.8","","Tidak Ada","unmatched","","","","","","","94.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Biak Numfor","kabupaten biak numfor","60.13","0.16","0.84","0.09","","Tidak Ada","unmatched","","","","","","","62.57","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Sarmi","kabupaten sarmi","17.24","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Keerom","kabupaten keerom","29.73","0","1","0.96","","Tidak Ada","matched","10","15","30","45","70","100","34.6","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Waropen","kabupaten waropen","15.28","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Supiori","kabupaten supiori","9.81","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kabupaten Mamberamo Raya","kabupaten mamberamo raya","15.76","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua","Kota Jayapura","kota jayapura","202.4","0","1","1","","Tidak Ada","matched","54","5.8","15.79","21.59","36.21","100","93.7","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Manokwari","kabupaten manokwari","104.01","0","1","1","Penjajakan","Tidak Ada","matched","44","11","26","37","39","100","72.15","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Fakfak","kabupaten fakfak","37.59","0","1","0.52","","Tidak Ada","unmatched","","","","","","","86.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Teluk Bintuni","kabupaten teluk bintuni","36.43","0","1","1","","Tidak Ada","matched","52.7","2.6","44.3","46.9","46.9","100","73","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Teluk Wondama","kabupaten teluk wondama","16.27","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Kaimana","kabupaten kaimana","25.66","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Manokwari Selatan","kabupaten manokwari selatan","15.61","0","1","0.58","","Tidak Ada","unmatched","","","","","","","88","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat","Kabupaten Pegunungan Arfak","kabupaten pegunungan arfak","16.27","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kabupaten Tambrauw","kabupaten tambrauw","16.27","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kabupaten Maybrat","kabupaten maybrat","18.51","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kota Sorong","kota sorong","171.62","0.17","0.83","0.07","","Tidak Ada","unmatched","","","","","","","61.29","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kabupaten Sorong","kabupaten sorong","51.87","0.13","0.87","0.54","","Tidak Ada","matched","51.3","16.06","16.37","32.43","34.38","100","74.45","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kabupaten Sorong Selatan","kabupaten sorong selatan","21.69","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Barat Daya","Kabupaten Raja Ampat","kabupaten raja ampat","29.15","0.07","0.93","0.12","","Tidak Ada","unmatched","","","","","","","69.86","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Jayawijaya","kabupaten jayawijaya","113","0","1","0","","Tidak Ada","unmatched","","","","","","","71.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Pegunungan Bintang","kabupaten pegunungan bintang","33.33","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Yahukimo","kabupaten yahukimo","148.96","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Tolikara","kabupaten tolikara","98.55","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Mamberamo Tengah","kabupaten mamberamo tengah","21.45","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Yalimo","kabupaten yalimo","42.75","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Lanny Jaya","kabupaten lanny jaya","83.42","0.9","0.1","0.1","","Tidak Ada","unmatched","","","","","","","10","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Pegunungan","Kabupaten Nduga","kabupaten nduga","45.34","0.9","0.1","0.1","","Tidak Ada","unmatched","","","","","","","10","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Selatan","Kabupaten Merauke","kabupaten merauke","102.07","0.09","0.91","0.55","","Tidak Ada","unmatched","","","","","","","80.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Selatan","Kabupaten Boven Digoel","kabupaten boven digoel","28.8","0","1","0.72","","Tidak Ada","matched","5","2","70","72","79","100","32.2","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Selatan","Kabupaten Mappi","kabupaten mappi","55.15","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Selatan","Kabupaten Asmat","kabupaten asmat","58.1","0","1","1","","Tidak Ada","matched","23","15","30","45","65","100","46.6","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Nabire","kabupaten nabire","71.2","0.02","0.98","0.29","","Tidak Ada","unmatched","","","","","","","78.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Puncak Jaya","kabupaten puncak jaya","117.56","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Paniai","kabupaten paniai","50.31","0","1","0.77","","Tidak Ada","unmatched","","","","","","","93.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Mimika","kabupaten mimika","197.16","0.44","0.56","0.13","","Tidak Ada","matched","","","","0","0","0","67.17","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Puncak","kabupaten puncak","61.3","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Dogiyai","kabupaten dogiyai","62.59","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Intan Jaya","kabupaten intan jaya","71.93","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Papua Tengah","Kabupaten Deiyai","kabupaten deiyai","53.25","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Kuantan Singingi","kabupaten kuantan singingi","146.4","0.25","0.75","0.75","","Tidak Ada","unmatched","","","","","","","75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Indragiri Hulu","kabupaten indragiri hulu","194.82","0.25","0.75","0.5","","Tidak Ada","unmatched","","","","","","","67.86","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Indragiri Hilir","kabupaten indragiri hilir","347.79","0.19","0.81","0.63","","Tidak Ada","unmatched","","","","","","","75.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Pelalawan","kabupaten pelalawan","173.8","0.02","0.98","0.68","","Tidak Ada","unmatched","","","","","","","89.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Siak","kabupaten siak","198.3","0.01","0.99","0.41","","Tidak Ada","matched","39","10","26","36","55","100","61.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Kampar","kabupaten kampar","539.38","0.09","0.91","0.75","","Tidak Ada","unmatched","","","","","","","86.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Rokan Hulu","kabupaten rokan hulu","282.75","0.07","0.93","0.7","","Tidak Ada","unmatched","","","","","","","86.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Bengkalis","kabupaten bengkalis","272.75","0.18","0.82","0.82","","Tidak Ada","unmatched","","","","","","","82","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Rokan Hilir","kabupaten rokan hilir","347.48","0.16","0.84","0.84","","Tidak Ada","unmatched","","","","","","","84","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kabupaten Kepulauan Meranti","kabupaten kepulauan meranti","85.49","0.02","0.98","0.98","","Tidak Ada","unmatched","","","","","","","98","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kota Pekanbaru","kota pekanbaru","1050.84","0.22","0.78","0.02","","Tidak Ada","matched","56.35","2.78","14.19","16.97","32.78","100","82.95","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Riau","Kota Dumai","kota dumai","177.76","0.23","0.77","0.11","","Tidak Ada","matched","48.97","5.3","8.95","14.25","27.97","100","80.15","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Majene","kabupaten majene","95.81","0.01","0.99","0.71","","Tidak Ada","matched","","","","0","0","0","94.75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Polewali Mandar","kabupaten polewali mandar","246.17","0.05","0.95","0.95","","Tidak Ada","unmatched","","","","","","","95","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Mamasa","kabupaten mamasa","83.5","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Mamuju","kabupaten mamuju","148.57","0.05","0.95","0.77","","Tidak Ada","matched","","","","0","0","0","94.08","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Pasangkayu","kabupaten pasangkayu","81.69","0.21","0.79","0.79","","Tidak Ada","matched","57.2","7.5","16.3","23.8","36.3","100","85.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Barat","Kabupaten Mamuju Tengah","kabupaten mamuju tengah","71.64","0.28","0.72","0.45","","Tidak Ada","matched","","","","0","0","0","79.17","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Sulawesi Selatan","Kabupaten Kepulauan Selayar","kabupaten kepulauan selayar","71.55","0.01","0.99","0.81","","Tidak Ada","unmatched","","","","","","","93.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
